Area,Item,Year,Export Quantity (t),Export Value (1000 USD),Import Quantity (t),Import Value (1000 USD)
Hungary,"Hen eggs in shell, fresh",2018,8363.67,34369.0,15522.29,26911.0
Hungary,"Hen eggs in shell, fresh",2019,8563.66,35351.0,18083.01,30211.0
Hungary,"Hen eggs in shell, fresh",2020,8585.25,36768.0,24818.27,40274.0
Hungary,"Hen eggs in shell, fresh",2021,9898.18,51031.0,19243.95,37344.0
Hungary,"Hen eggs in shell, fresh",2022,10453.63,61659.0,23540.43,60391.0
Hungary,"Meat, Total",2000,18704.936842105264,38071.94736842105,4216.915,2163.0555555555557
Hungary,"Meat, Total",2001,20154.56842105263,45366.89473684211,4573.694444444444,2824.4444444444443
Hungary,"Meat, Total",2002,20121.63684210526,44954.31578947369,3568.847222222222,3077.3333333333335
Hungary,"Meat, Total",2003,20747.860526315788,54304.52631578947,3575.2055555555557,2995.1111111111113
Hungary,"Meat, Total",2004,19811.373684210525,59737.57894736842,4092.3027777777775,5258.888888888889
Hungary,"Meat, Total",2005,19020.036842105263,57904.21052631579,8197.791666666666,11656.5
Hungary,"Meat, Total",2006,16669.01052631579,50642.26315789474,6407.913888888888,9776.277777777777
Hungary,"Meat, Total",2007,18941.99736842105,71062.73684210527,6959.5361111111115,13203.277777777777
Hungary,"Meat, Total",2008,22408.434210526317,85632.94736842105,8949.302777777779,19006.61111111111
Hungary,"Meat, Total",2009,23358.913157894734,76725.31578947368,8962.672222222223,17371.777777777777
Hungary,"Meat, Total",2010,27595.571052631578,83523.94736842105,9341.400000000001,17954.166666666668
Hungary,"Meat, Total",2011,31257.17631578947,107478.31578947368,11718.386111111111,25389.88888888889
Hungary,"Meat, Total",2012,33059.642105263156,102218.1052631579,11200.683333333332,20240.222222222223
Hungary,"Meat, Total",2013,35656.14736842106,106997.73684210527,11908.583333333334,22392.666666666668
Hungary,"Meat, Total",2014,35723.253500000006,106516.69100000002,12212.947,23958.9935
Hungary,"Meat, Total",2015,35046.45714285715,86576.31952380952,10879.934736842106,20053.81
Hungary,"Meat, Total",2016,39142.8680952381,93522.51095238095,9846.028095238096,19328.274761904762
Hungary,"Meat, Total",2017,35076.49333333333,86146.49333333333,12412.277619047618,26507.310476190476
Hungary,"Meat, Total",2018,39840.222499999996,109464.5095,12870.252857142857,31017.646190476193
Hungary,"Meat, Total",2019,45011.178,106825.86299999998,15238.688095238096,32684.506666666668
Hungary,"Meat, Total",2020,42272.681,88416.41900000001,15621.372727272728,32789.06136363636
Hungary,"Meat, Total",2021,47591.14,119884.074,16351.9755,40692.841499999995
Hungary,"Meat, Total",2022,45644.677,134952.4005,18157.45,52191.994999999995
Hungary,Raw milk of cattle,2000,65165.0,16413.0,0.0,0.0
Hungary,Raw milk of cattle,2001,78553.0,19858.0,0.0,0.0
Hungary,Raw milk of cattle,2002,56654.0,15648.0,33.0,14.0
Hungary,Raw milk of cattle,2003,39199.0,13376.0,2042.0,864.0
Hungary,Raw milk of cattle,2004,23548.0,13391.0,9572.0,3691.0
Hungary,Raw milk of cattle,2005,80272.0,30303.0,46857.0,21574.0
Hungary,Raw milk of cattle,2006,129646.0,46498.0,59357.0,27265.0
Hungary,Raw milk of cattle,2007,154796.0,67790.0,104116.0,65746.0
Hungary,Raw milk of cattle,2008,174902.0,87094.0,85126.0,60409.0
Hungary,Raw milk of cattle,2009,223445.0,80958.0,138469.0,71695.0
Hungary,Raw milk of cattle,2010,236652.0,97139.0,148965.0,85067.0
Hungary,Raw milk of cattle,2011,314614.0,155551.0,156395.0,92961.0
Hungary,Raw milk of cattle,2012,326173.0,146395.0,107595.0,59730.0
Hungary,Raw milk of cattle,2013,331749.0,178441.0,80438.0,51836.0
Hungary,Raw milk of cattle,2014,354187.22,181085.0,87870.49,55794.0
Hungary,Raw milk of cattle,2015,351446.14,117042.0,93661.4,40940.0
Hungary,Raw milk of cattle,2016,291984.23,95730.0,68757.73,29457.0
Hungary,Raw milk of cattle,2017,312242.75,129061.0,74559.34,40222.0
Hungary,Raw milk of cattle,2018,273181.7,113335.0,67560.88,37237.0
Hungary,Raw milk of cattle,2019,262755.61,106103.0,60811.18,32446.0
Hungary,Raw milk of cattle,2020,271946.35,107524.0,47411.39,26649.0
Hungary,Raw milk of cattle,2021,293840.27,124378.0,40376.54,26223.0
Hungary,Raw milk of cattle,2022,284449.8,158320.0,41091.7,28859.0
Hungary,Wheat,2000,582646.8,67864.0,238.0,71.0
Hungary,Wheat,2001,1515118.0,150655.0,0.0,0.0
Hungary,Wheat,2002,1158771.0,119074.0,530.0,121.0
Hungary,Wheat,2003,1228255.0,169035.0,5392.0,1355.0
Hungary,Wheat,2004,955196.0,143939.0,42919.0,8476.0
Hungary,Wheat,2005,1641966.0,202545.0,31901.0,4240.0
Hungary,Wheat,2006,2095336.0,296169.0,29641.0,3489.0
Hungary,Wheat,2007,1591989.0,406315.0,89726.0,23845.0
Hungary,Wheat,2008,2112604.0,660034.0,22005.0,6976.0
Hungary,Wheat,2009,1660684.0,312161.0,58768.0,9783.0
Hungary,Wheat,2010,2110818.0,436256.0,77450.0,17932.0
Hungary,Wheat,2011,1246456.0,369476.0,66888.0,23030.0
Hungary,Wheat,2012,1324686.0,384636.0,65090.0,19497.0
Hungary,Wheat,2013,2412684.0,655046.0,73992.0,21713.0
Hungary,Wheat,2014,2245158.4,562442.0,135596.0,32022.0
Hungary,Wheat,2015,1785677.1,371137.0,156395.4,36586.0
Hungary,Wheat,2016,2530263.06,440008.0,190354.24,33815.0
Hungary,Wheat,2017,3250478.85,597918.0,144856.08,27583.0
Hungary,Wheat,2018,2156619.22,445281.0,149716.27,32244.0
Hungary,Wheat,2019,2320082.24,484524.0,102908.88,21843.0
Hungary,Wheat,2020,2979320.18,599166.0,133923.32,26999.0
Hungary,Wheat,2021,2482475.96,632357.0,173037.31,44813.0
Hungary,Wheat,2022,1963278.97,687022.0,453750.59,146849.0
India,Barley,2000,1.0,1.0,0.0,0.0
India,Barley,2001,2.0,1.0,0.0,0.0
India,Barley,2002,68.0,44.0,0.0,0.0
India,Barley,2003,288.0,63.0,20.0,6.0
India,Barley,2004,4690.0,1629.0,0.0,0.0
India,Barley,2005,195.0,82.0,18610.0,4506.0
India,Barley,2006,832.0,234.0,0.0,0.0
India,Barley,2007,347836.0,99676.0,296.0,110.0
India,Barley,2008,166825.0,49442.0,2418.0,964.0
India,Barley,2009,51224.0,11752.0,385.0,130.0
India,Barley,2010,33138.0,8078.0,2050.0,625.0
India,Barley,2011,44739.0,13251.0,716.0,149.0
India,Barley,2012,117353.0,35814.0,35181.0,13535.0
India,Barley,2013,546252.0,151966.0,500.0,228.0
India,Barley,2014,503701.08,130383.0,1088.08,509.0
India,Barley,2015,84332.47,19870.0,3023.0,1234.0
India,Barley,2016,1660.8,616.0,141756.51,29474.0
India,Barley,2017,808.3,380.0,250194.0,51439.0
India,Barley,2018,5273.56,1550.0,88858.94,20573.0
India,Barley,2019,1860.91,684.0,256369.18,63759.0
India,Barley,2020,2090.4,860.0,70767.54,18273.0
India,Barley,2021,2166.01,891.0,15996.25,6802.0
India,Barley,2022,2087.69,1148.0,167023.81,79536.0
India,"Cereals, primary",2000,863445.0,102470.0,34563.0,4096.0
India,"Cereals, primary",2001,2834636.0,328952.0,6111.0,984.0
India,"Cereals, primary",2002,3787545.0,382770.0,40270.0,6137.0
India,"Cereals, primary",2003,4716036.0,603109.0,36651.0,5728.0
India,"Cereals, primary",2004,3180496.0,495374.0,107092.0,17329.0
India,"Cereals, primary",2005,1386583.0,235070.0,65655.0,12832.0
India,"Cereals, primary",2006,798044.0,143718.0,6086842.0,1294181.0
India,"Cereals, primary",2007,3279684.0,735355.0,2687614.0,965829.0
India,"Cereals, primary",2008,4007789.0,909917.0,18383.0,9921.0
India,"Cereals, primary",2009,2895658.0,618953.0,195643.0,63029.0
India,"Cereals, primary",2010,2625214.0,640896.0,202449.0,62465.0
India,"Cereals, primary",2011,4708915.0,1322055.0,23229.0,10335.0
India,"Cereals, primary",2012,9485475.0,2684808.0,44780.0,17943.0
India,"Cereals, primary",2013,12357268.0,3507755.0,29777.0,19103.0
India,"Cereals, primary",2014,8400007.13,2215983.46,42827.47,18562.73
India,"Cereals, primary",2015,2039123.36,539327.08,561363.99,158824.48
India,"Cereals, primary",2016,952320.59,286308.72,2261401.32,491236.75
India,"Cereals, primary",2017,1062668.37,321578.38,5705125.25,1308723.8
India,"Cereals, primary",2018,1640749.23,464699.98,225545.45,61009.63
India,"Cereals, primary",2019,967028.88,355864.53,597603.54,150815.49
India,"Cereals, primary",2020,3248351.63,828274.36,332639.74,95198.88
India,"Cereals, primary",2021,10568231.13,2936229.11,86647.16,38388.72
India,"Cereals, primary",2022,10908574.19,3471654.76,235359.91,113366.4
India,"Milk, Total",2000,69446.0,17085.0,5636.2,1390.0
India,"Milk, Total",2001,158233.5,36554.0,2171.7,880.0
India,"Milk, Total",2002,105246.5,20065.0,2243.2,1239.0
India,"Milk, Total",2003,49748.6,13751.0,71422.3,17575.0
India,"Milk, Total",2004,270214.2,66707.0,3290.6,1098.0
India,"Milk, Total",2005,475571.09,129710.0,3201.6,1484.0
India,"Milk, Total",2006,256786.0,79646.0,3272.6,2216.0
India,"Milk, Total",2007,326251.1,160297.0,4949.9,3180.0
India,"Milk, Total",2008,305909.8,148180.0,7584.4,5160.0
India,"Milk, Total",2009,159224.8,53164.0,30488.9,10252.0
India,"Milk, Total",2010,161285.8,63816.0,223117.4,89935.0
India,"Milk, Total",2011,37817.5,17901.0,283537.2,148084.0
India,"Milk, Total",2012,272495.3,108012.0,110105.3,51284.0
India,"Milk, Total",2013,1160492.38,519964.0,6440.8,4509.0
India,"Milk, Total",2014,576943.78,292065.27,19320.91,11487.55
India,"Milk, Total",2015,206243.0,102937.07,41399.57,18129.51
India,"Milk, Total",2016,215429.84,106031.36,39179.79,15083.45
India,"Milk, Total",2017,207626.23,131473.94,24367.98,11986.7
India,"Milk, Total",2018,590109.27,250663.1,10855.55,7219.6
India,"Milk, Total",2019,448524.81,230635.08,13520.14,8469.61
India,"Milk, Total",2020,205292.61,139599.48,14040.98,8033.43
India,"Milk, Total",2021,541089.29,265546.43,4608.64,3674.05
India,"Milk, Total",2022,543347.88,328523.59,5362.39,5740.24
India,"Hen eggs in shell, fresh",2000,11344.0,12741.0,23.0,40.0
India,"Hen eggs in shell, fresh",2001,10486.0,15111.0,8.0,15.0
India,"Hen eggs in shell, fresh",2002,15128.0,13807.0,387.0,1091.0
India,"Hen eggs in shell, fresh",2003,42319.0,29912.0,43.0,78.0
India,"Hen eggs in shell, fresh",2004,48582.0,37416.0,300.0,675.0
India,"Hen eggs in shell, fresh",2005,58744.0,42841.0,366.0,986.0
India,"Hen eggs in shell, fresh",2006,49070.0,34726.0,239.0,557.0
India,"Hen eggs in shell, fresh",2007,67259.0,66095.0,294.0,532.0
India,"Hen eggs in shell, fresh",2008,52409.0,52576.0,119.0,293.0
India,"Hen eggs in shell, fresh",2009,44180.0,48751.0,66.0,437.0
India,"Hen eggs in shell, fresh",2010,34861.0,38790.0,144.0,576.0
India,"Hen eggs in shell, fresh",2011,33915.0,40761.0,315.0,1247.0
India,"Hen eggs in shell, fresh",2012,36164.0,49528.0,212.0,924.0
India,"Hen eggs in shell, fresh",2013,23966.0,33050.0,231.0,1015.0
India,"Hen eggs in shell, fresh",2014,26226.71,34870.0,30.62,1093.0
India,"Hen eggs in shell, fresh",2015,34437.7,40212.0,39.1,1003.0
India,"Hen eggs in shell, fresh",2016,26348.43,37534.0,34.36,891.0
India,"Hen eggs in shell, fresh",2017,26947.35,39604.0,25.08,569.0
India,"Hen eggs in shell, fresh",2018,30548.8,44696.0,24.47,1059.0
India,"Hen eggs in shell, fresh",2019,28727.14,40785.0,22.27,734.0
India,"Hen eggs in shell, fresh",2020,16136.56,24426.0,11.12,308.0
India,"Hen eggs in shell, fresh",2021,17426.33,28954.0,6.06,412.0
India,"Hen eggs in shell, fresh",2022,34118.79,51792.0,1.03,504.0
India,"Meat, Total",2000,4842.015625,6071.4375,1233.0572222222222,143.23555555555555
India,"Meat, Total",2001,1851.509375,2314.8125,1581.2416666666666,195.83333333333334
India,"Meat, Total",2002,1692.4911764705882,1825.4117647058824,1617.4722222222222,233.61111111111111
India,"Meat, Total",2003,22802.11111111111,6762.833333333333,1456.927777777778,230.0
India,"Meat, Total",2004,18444.044444444444,6676.388888888889,885.4888888888888,157.05555555555554
India,"Meat, Total",2005,17664.16388888889,6560.888888888889,25.177777777777777,181.0
India,"Meat, Total",2006,21516.377777777776,5659.611111111111,23.01111111111111,228.16666666666666
India,"Meat, Total",2007,18803.4,5064.388888888889,49.025000000000006,296.6111111111111
India,"Meat, Total",2008,52090.24722222222,14009.333333333334,35.44166666666667,362.1111111111111
India,"Meat, Total",2009,33629.06388888889,24036.277777777777,80.525,417.1111111111111
India,"Meat, Total",2010,25920.458333333332,9151.722222222223,84.21666666666667,412.6111111111111
India,"Meat, Total",2011,18736.03888888889,10560.722222222223,83.28611111111111,521.7222222222222
India,"Meat, Total",2012,12391.71388888889,12777.611111111111,46.575,348.44444444444446
India,"Meat, Total",2013,21056.722222222223,24201.944444444445,45.38055555555556,498.27777777777777
India,"Meat, Total",2014,207646.45375,627584.55,323.47727272727275,1046.1463636363637
India,"Meat, Total",2015,162197.61611111113,478201.47500000003,494.63199999999995,1105.974
India,"Meat, Total",2016,207846.57200000001,524873.606,741.521,1271.111
India,"Meat, Total",2017,187752.07,498003.9535294118,213.79454545454547,921.860909090909
India,"Meat, Total",2018,169971.6782352941,428201.10411764705,191.274,1093.065
India,"Meat, Total",2019,157150.52117647062,393554.2311764706,139.49454545454546,925.4054545454545
India,"Meat, Total",2020,127831.18529411765,351273.37529411766,163.55900000000003,733.563
India,"Meat, Total",2021,152025.90062499998,403875.778125,97.96272727272726,645.9554545454546
India,"Meat, Total",2022,167228.0378571429,449162.64285714284,110.136,992.9540000000001
India,Raw milk of cattle,2000,0.0,0.0,0.0,0.0
India,Raw milk of cattle,2001,0.0,0.0,6.0,2.0
India,Raw milk of cattle,2002,0.0,0.0,0.0,0.0
India,Raw milk of cattle,2003,0.0,0.0,0.0,0.0
India,Raw milk of cattle,2004,49.0,21.0,0.0,0.0
India,Raw milk of cattle,2005,2215.0,1064.0,0.0,0.0
India,Raw milk of cattle,2006,4728.0,2082.0,0.0,0.0
India,Raw milk of cattle,2007,7089.0,3791.0,0.0,0.0
India,Raw milk of cattle,2008,8138.0,4987.0,958.0,327.0
India,Raw milk of cattle,2009,5176.0,3120.0,21.0,15.0
India,Raw milk of cattle,2010,3011.0,2006.0,0.0,0.0
India,Raw milk of cattle,2011,9118.0,4854.0,21.0,34.0
India,Raw milk of cattle,2012,9544.0,5791.0,0.0,0.0
India,Raw milk of cattle,2013,5105.0,4245.0,135.0,174.0
India,Raw milk of cattle,2014,16784.2,9735.0,182.49,662.0
India,Raw milk of cattle,2015,4742.38,3693.0,143.57,431.0
India,Raw milk of cattle,2016,4498.5,3085.0,155.95,459.0
India,Raw milk of cattle,2017,7058.08,6011.0,700.2,884.0
India,Raw milk of cattle,2018,6436.36,5638.0,1466.77,1661.0
India,Raw milk of cattle,2019,13091.5,9860.0,569.28,1449.0
India,Raw milk of cattle,2020,10678.87,8226.0,269.06,663.0
India,Raw milk of cattle,2021,11343.06,9223.0,221.23,774.0
India,Raw milk of cattle,2022,13921.19,10870.0,456.7,1562.0
India,Wheat,2000,813492.0,92433.0,4224.0,640.0
India,Wheat,2001,2649381.0,296215.0,1351.0,187.0
India,Wheat,2002,3671254.0,361917.0,39150.0,6000.0
India,Wheat,2003,4093081.0,513620.0,35097.0,5300.0
India,Wheat,2004,2007947.0,322056.0,101075.0,16000.0
India,Wheat,2005,746173.0,126463.0,37760.0,6000.0
India,Wheat,2006,46633.0,7805.0,6079555.0,1291789.0
India,Wheat,2007,237.0,58.0,2677833.0,961342.0
India,Wheat,2008,1121.0,337.0,20.0,3.0
India,Wheat,2009,29.0,11.0,164383.0,47933.0
India,Wheat,2010,346.0,135.0,185255.0,55971.0
India,Wheat,2011,499901.0,145447.0,25.0,7.0
India,Wheat,2012,4584967.0,1350104.0,1569.0,541.0
India,Wheat,2013,6503635.0,1911966.0,11644.0,4781.0
India,Wheat,2014,3950910.38,1109934.0,18817.39,6574.0
India,Wheat,2015,602899.72,155883.0,511915.59,135033.0
India,Wheat,2016,198965.28,49912.0,1910832.59,412573.0
India,Wheat,2017,201956.14,55218.0,5346726.88,1223459.0
India,Wheat,2018,168314.88,46545.0,85342.98,18377.0
India,Wheat,2019,190058.07,54009.0,1665.86,589.0
India,Wheat,2020,928683.78,243067.0,221.6,67.0
India,Wheat,2021,6090607.37,1723431.0,56.66,25.0
India,Wheat,2022,6798598.3,2130739.0,49.56,26.0
Ireland,Barley,2000,125418.0,16853.0,11884.0,2050.0
Ireland,Barley,2001,167987.0,19822.0,9599.0,1928.0
Ireland,Barley,2002,47419.0,6051.0,77498.0,9468.0
Ireland,Barley,2003,14471.0,2504.0,85814.0,15529.0
Ireland,Barley,2004,14958.0,3194.0,78516.0,15773.0
Ireland,Barley,2005,31193.0,5967.0,14663.0,3473.0
Ireland,Barley,2006,13611.0,2513.0,140404.0,23918.0
Ireland,Barley,2007,22818.0,6321.0,95255.0,25728.0
Ireland,Barley,2008,43446.0,13164.0,70365.0,18986.0
Ireland,Barley,2009,38774.0,7543.0,241603.0,47803.0
Ireland,Barley,2010,23465.0,4980.0,300706.0,52161.0
Ireland,Barley,2011,90176.0,26993.0,122018.0,35739.0
Ireland,Barley,2012,69465.0,23051.0,198305.0,61199.0
Ireland,Barley,2013,34570.0,10717.0,243346.0,78144.0
Ireland,Barley,2014,34532.8,8407.0,45196.37,11691.0
Ireland,Barley,2015,73328.1,15088.0,33980.29,6699.0
Ireland,Barley,2016,29603.86,5810.0,90563.01,16442.0
Ireland,Barley,2017,28523.68,5696.0,181513.0,33506.0
Ireland,Barley,2018,14832.9,3483.0,400216.3,95437.0
Ireland,Barley,2019,52846.22,7334.0,138359.77,32217.0
Ireland,Barley,2020,33743.11,8875.0,207873.35,50766.0
Ireland,Barley,2021,28109.98,8279.0,170058.38,48274.0
Ireland,Barley,2022,33193.91,10175.0,180796.58,62056.0
Ireland,"Cereals, primary",2000,181183.0,25076.06,596878.0,85497.73
Ireland,"Cereals, primary",2001,209068.0,26798.0,520475.0,77619.0
Ireland,"Cereals, primary",2002,83837.0,13623.0,593904.0,84402.0
Ireland,"Cereals, primary",2003,136680.0,21740.0,808345.0,134030.0
Ireland,"Cereals, primary",2004,85375.0,16634.0,631133.0,132175.0
Ireland,"Cereals, primary",2005,189244.0,33224.0,658500.0,124643.0
Ireland,"Cereals, primary",2006,41677.0,10933.0,730921.0,157960.0
Ireland,"Cereals, primary",2007,75523.0,26551.0,813633.0,240331.0
Ireland,"Cereals, primary",2008,130031.0,47061.0,859854.0,267621.0
Ireland,"Cereals, primary",2009,81861.0,17607.0,990341.0,222123.0
Ireland,"Cereals, primary",2010,97870.0,28934.0,973274.0,216601.0
Ireland,"Cereals, primary",2011,303696.0,90910.0,664679.0,220629.0
Ireland,"Cereals, primary",2012,173620.0,54384.0,958046.0,303424.0
Ireland,"Cereals, primary",2013,111150.0,36028.0,1274900.0,386243.0
Ireland,"Cereals, primary",2014,94145.1,23647.69,1207443.67,299888.85
Ireland,"Cereals, primary",2015,186168.4,40391.84,1122525.8,223532.05
Ireland,"Cereals, primary",2016,78592.53,17901.59,1332924.84,258214.99
Ireland,"Cereals, primary",2017,81769.93,21101.89,1621498.85,317942.85
Ireland,"Cereals, primary",2018,75309.56,21000.52,2463487.46,531033.47
Ireland,"Cereals, primary",2019,171808.45,35548.14,1978291.49,414660.41
Ireland,"Cereals, primary",2020,165662.06,44606.22,1783786.42,408240.38
Ireland,"Cereals, primary",2021,214902.71,64224.92,1602251.25,462023.77
Ireland,"Cereals, primary",2022,200544.45,65555.76,2036922.01,694694.07
Ireland,"Milk, Total",2000,2247281.67,719614.78,440080.7,135644.29
Ireland,"Milk, Total",2001,1495464.18,539672.0,324633.8,105154.0
Ireland,"Milk, Total",2002,1265602.78,468354.0,296635.0,101281.0
Ireland,"Milk, Total",2003,1614551.98,656736.0,355730.1,152520.0
Ireland,"Milk, Total",2004,1642930.68,753828.0,326947.9,179194.0
Ireland,"Milk, Total",2005,1634616.58,760770.0,408427.1,198811.0
Ireland,"Milk, Total",2006,1987750.77,816428.0,492213.6,209930.0
Ireland,"Milk, Total",2007,2112598.37,1208062.0,456992.3,238786.0
Ireland,"Milk, Total",2008,1712852.68,1044207.0,418401.3,245212.0
Ireland,"Milk, Total",2009,1625473.48,712003.0,359231.3,174064.0
Ireland,"Milk, Total",2010,1866746.48,1017183.0,395991.5,205645.0
Ireland,"Milk, Total",2011,2260904.27,1442865.0,434661.7,247322.0
Ireland,"Milk, Total",2012,1789210.48,969773.0,529375.9,252102.0
Ireland,"Milk, Total",2013,1891464.68,1257820.0,600132.5,319124.0
Ireland,"Milk, Total",2014,1738291.5,1161706.8,986689.86,481505.73
Ireland,"Milk, Total",2015,2050449.49,942477.1,1000416.42,343767.95
Ireland,"Milk, Total",2016,2270399.31,967527.95,949130.33,298659.31
Ireland,"Milk, Total",2017,2697028.98,1552767.96,1138877.37,418096.08
Ireland,"Milk, Total",2018,3048014.4,1889412.58,1243944.42,480575.41
Ireland,"Milk, Total",2019,3561922.57,1926712.02,1261580.84,436136.6
Ireland,"Milk, Total",2020,3934563.72,1944743.07,1128959.58,470624.02
Ireland,"Milk, Total",2021,3726473.53,2184956.68,920309.8,427311.6
Ireland,"Milk, Total",2022,3551973.67,2962173.41,1026347.94,590132.89
Ireland,"Hen eggs in shell, fresh",2000,611.0,627.0,1840.0,2477.0
Ireland,"Hen eggs in shell, fresh",2001,1128.0,2274.0,2810.0,4566.0
Ireland,"Hen eggs in shell, fresh",2002,2380.0,4178.0,2795.0,5623.0
Ireland,"Hen eggs in shell, fresh",2003,2425.0,4432.0,3558.0,8168.0
Ireland,"Hen eggs in shell, fresh",2004,2273.0,3908.0,3590.0,7715.0
Ireland,"Hen eggs in shell, fresh",2005,5359.0,4390.0,4218.0,9835.0
Ireland,"Hen eggs in shell, fresh",2006,3238.0,5043.0,5009.0,11359.0
Ireland,"Hen eggs in shell, fresh",2007,1412.0,2181.0,4779.0,12201.0
Ireland,"Hen eggs in shell, fresh",2008,2384.0,4538.0,5686.0,16681.0
Ireland,"Hen eggs in shell, fresh",2009,4540.0,6638.0,7499.0,13823.0
Ireland,"Hen eggs in shell, fresh",2010,2217.0,3894.0,5260.0,13690.0
Ireland,"Hen eggs in shell, fresh",2011,2586.0,4000.0,3848.0,11741.0
Ireland,"Hen eggs in shell, fresh",2012,3006.0,6510.0,398.0,1680.0
Ireland,"Hen eggs in shell, fresh",2013,3932.0,10720.0,908.0,3570.0
Ireland,"Hen eggs in shell, fresh",2014,5946.07,20756.0,4739.9,4420.0
Ireland,"Hen eggs in shell, fresh",2015,5822.4,17665.0,1546.5,4223.0
Ireland,"Hen eggs in shell, fresh",2016,6077.07,12590.0,1203.89,3417.0
Ireland,"Hen eggs in shell, fresh",2017,5359.24,14252.0,1496.35,3882.0
Ireland,"Hen eggs in shell, fresh",2018,5714.24,13312.0,1537.62,3933.0
Ireland,"Hen eggs in shell, fresh",2019,7432.49,15689.0,1856.46,4345.0
Ireland,"Hen eggs in shell, fresh",2020,8275.93,19313.0,3965.43,6739.0
Ireland,"Hen eggs in shell, fresh",2021,9911.0,41248.0,500.25,3056.0
Ireland,"Hen eggs in shell, fresh",2022,10151.5,42686.0,9256.21,6430.0
Ireland,"Meat, Total",2000,75544.91666666667,146760.7910526316,12511.558333333332,23032.42388888889
Ireland,"Meat, Total",2001,52784.0,119045.57894736843,9520.675,27566.333333333332
Ireland,"Meat, Total",2002,64395.569444444445,142694.52631578947,9725.727777777778,28099.11111111111
Ireland,"Meat, Total",2003,69539.42222222223,185127.31578947368,10964.666666666666,37308.444444444445
Ireland,"Meat, Total",2004,67051.34444444446,219121.84210526315,11207.388888888889,45597.27777777778
Ireland,"Meat, Total",2005,67491.50833333333,238905.2105263158,14467.077777777778,56129.72222222222
Ireland,"Meat, Total",2006,71907.62222222221,261497.52631578947,17037.616666666665,63956.444444444445
Ireland,"Meat, Total",2007,79168.28611111111,284010.7894736842,17833.48888888889,72502.16666666667
Ireland,"Meat, Total",2008,74211.79722222223,305547.0,18086.88611111111,87003.05555555556
Ireland,"Meat, Total",2009,72729.23055555555,268351.84210526315,17606.98888888889,73359.16666666667
Ireland,"Meat, Total",2010,74127.33888888889,263541.05263157893,19006.094444444447,74623.5
Ireland,"Meat, Total",2011,80656.78055555555,317924.7368421053,21234.79722222222,87248.72222222222
Ireland,"Meat, Total",2012,75312.13333333333,311801.05263157893,22291.544444444444,86451.0
Ireland,"Meat, Total",2013,70811.66666666667,319538.0,20094.83611111111,88845.55555555556
Ireland,"Meat, Total",2014,77087.08499999999,349191.278,22738.777368421055,98575.04631578948
Ireland,"Meat, Total",2015,76759.21650000001,304667.3395,25914.036666666667,83831.06523809524
Ireland,"Meat, Total",2016,83549.6505,306919.7105,23410.088095238094,82823.92095238094
Ireland,"Meat, Total",2017,86651.47619047618,318754.9361904762,22480.82619047619,82120.13
Ireland,"Meat, Total",2018,88522.49549999999,355958.9595,25259.26761904762,92386.61428571428
Ireland,"Meat, Total",2019,82657.82380952382,307483.0504761905,23524.239999999998,87764.484
Ireland,"Meat, Total",2020,95576.24944444443,368646.4705555556,20306.526190476194,73114.99285714286
Ireland,"Meat, Total",2021,69440.25571428573,340116.5780952381,18983.93090909091,72392.67636363636
Ireland,"Meat, Total",2022,80622.6115,394118.429,25918.782727272726,87717.36499999999
Ireland,Raw milk of cattle,2000,94639.0,31956.0,259336.0,74410.0
Ireland,Raw milk of cattle,2001,72666.0,25232.0,198557.0,60611.0
Ireland,Raw milk of cattle,2002,61770.0,23994.0,216547.0,65266.0
Ireland,Raw milk of cattle,2003,38453.0,19440.0,239977.0,96248.0
Ireland,Raw milk of cattle,2004,58678.0,30518.0,147203.0,77769.0
Ireland,Raw milk of cattle,2005,62400.0,36340.0,199986.0,98950.0
Ireland,Raw milk of cattle,2006,96454.0,37023.0,245420.0,96954.0
Ireland,Raw milk of cattle,2007,135385.0,62785.0,245499.0,118399.0
Ireland,Raw milk of cattle,2008,148203.0,74343.0,248180.0,128163.0
Ireland,Raw milk of cattle,2009,176158.0,59550.0,220555.0,87492.0
Ireland,Raw milk of cattle,2010,127785.0,58077.0,238357.0,105580.0
Ireland,Raw milk of cattle,2011,135899.0,67485.0,278911.0,138833.0
Ireland,Raw milk of cattle,2012,125882.0,62962.0,286653.0,135923.0
Ireland,Raw milk of cattle,2013,188506.0,101392.0,318466.0,174192.0
Ireland,Raw milk of cattle,2014,66080.9,40245.0,521477.8,269690.0
Ireland,Raw milk of cattle,2015,31962.6,22892.0,523111.7,183957.0
Ireland,Raw milk of cattle,2016,18171.62,16333.0,541866.84,165602.0
Ireland,Raw milk of cattle,2017,37717.52,28321.0,697172.67,267753.0
Ireland,Raw milk of cattle,2018,32220.83,26724.0,757810.96,299722.0
Ireland,Raw milk of cattle,2019,30433.21,24388.0,639990.45,231628.0
Ireland,Raw milk of cattle,2020,144609.23,63819.0,615152.85,229275.0
Ireland,Raw milk of cattle,2021,150538.04,82245.0,546759.19,241615.0
Ireland,Raw milk of cattle,2022,165349.93,96805.0,625655.92,353419.0
Ireland,Wheat,2000,40848.0,5103.0,445610.0,59422.0
Ireland,Wheat,2001,34571.0,4954.0,358552.0,48876.0
Ireland,Wheat,2002,25413.0,4628.0,340584.0,41724.0
Ireland,Wheat,2003,116699.0,17344.0,521260.0,77510.0
