Area,Item,Year,Producer Price (USD/tonne)
Poland,Wheat,2017,176.0
Poland,Wheat,2018,201.0
Poland,Wheat,2019,188.3
Poland,Wheat,2020,192.1
Poland,Wheat,2021,250.7
Poland,Wheat,2022,341.0
Romania,Barley,2000,133.4
Romania,Barley,2001,141.1
Romania,Barley,2002,107.1
Romania,Barley,2003,194.2
Romania,Barley,2004,177.1
Romania,Barley,2005,137.3
Romania,Barley,2006,142.4
Romania,Barley,2007,274.8
Romania,Barley,2008,317.6
Romania,Barley,2009,186.9
Romania,Barley,2010,182.5
Romania,Barley,2011,298.5
Romania,Barley,2012,288.3
Romania,Barley,2013,312.5
Romania,Barley,2014,268.7
Romania,Barley,2015,214.7
Romania,Barley,2016,197.1
Romania,Barley,2017,190.0
Romania,Barley,2018,208.0
Romania,Barley,2019,207.6
Romania,Barley,2020,209.7
Romania,Barley,2021,240.4
Romania,Barley,2022,290.1
Romania,"Hen eggs in shell, fresh",2000,1384.8
Romania,"Hen eggs in shell, fresh",2001,1503.3
Romania,"Hen eggs in shell, fresh",2002,1363.2
Romania,"Hen eggs in shell, fresh",2003,1630.4
Romania,"Hen eggs in shell, fresh",2004,2053.5
Romania,"Hen eggs in shell, fresh",2005,2265.2
Romania,"Hen eggs in shell, fresh",2006,2278.4
Romania,"Hen eggs in shell, fresh",2007,2952.9
Romania,"Hen eggs in shell, fresh",2008,3255.4
Romania,"Hen eggs in shell, fresh",2009,2951.5
Romania,"Hen eggs in shell, fresh",2010,2895.0
Romania,"Hen eggs in shell, fresh",2011,3017.8
Romania,"Hen eggs in shell, fresh",2012,3402.3
Romania,"Hen eggs in shell, fresh",2013,2884.7
Romania,"Hen eggs in shell, fresh",2014,2866.4
Romania,"Hen eggs in shell, fresh",2015,2596.3
Romania,"Hen eggs in shell, fresh",2016,2512.8
Romania,"Hen eggs in shell, fresh",2017,2714.4
Romania,"Hen eggs in shell, fresh",2018,3044.4
Romania,"Hen eggs in shell, fresh",2019,2926.0
Romania,"Hen eggs in shell, fresh",2020,2921.8
Romania,"Hen eggs in shell, fresh",2021,3172.8
Romania,"Hen eggs in shell, fresh",2022,3753.9
Romania,Raw milk of cattle,2000,127.0
Romania,Raw milk of cattle,2001,139.6
Romania,Raw milk of cattle,2002,145.0
Romania,Raw milk of cattle,2003,176.1
Romania,Raw milk of cattle,2004,340.3
Romania,Raw milk of cattle,2005,398.1
Romania,Raw milk of cattle,2006,434.3
Romania,Raw milk of cattle,2007,533.2
Romania,Raw milk of cattle,2008,631.2
Romania,Raw milk of cattle,2009,632.9
Romania,Raw milk of cattle,2010,619.9
Romania,Raw milk of cattle,2011,695.4
Romania,Raw milk of cattle,2012,654.5
Romania,Raw milk of cattle,2013,634.0
Romania,Raw milk of cattle,2014,624.0
Romania,Raw milk of cattle,2015,511.8
Romania,Raw milk of cattle,2016,502.6
Romania,Raw milk of cattle,2017,525.6
Romania,Raw milk of cattle,2018,479.5
Romania,Raw milk of cattle,2019,474.3
Romania,Raw milk of cattle,2020,499.5
Romania,Raw milk of cattle,2021,543.2
Romania,Raw milk of cattle,2022,610.0
Romania,Wheat,2000,154.1
Romania,Wheat,2001,145.2
Romania,Wheat,2002,115.1
Romania,Wheat,2003,198.5
Romania,Wheat,2004,169.4
Romania,Wheat,2005,123.6
Romania,Wheat,2006,121.0
Romania,Wheat,2007,250.2
Romania,Wheat,2008,262.0
Romania,Wheat,2009,154.1
Romania,Wheat,2010,185.7
Romania,Wheat,2011,288.7
Romania,Wheat,2012,262.4
Romania,Wheat,2013,255.4
Romania,Wheat,2014,226.9
Romania,Wheat,2015,184.7
Romania,Wheat,2016,155.2
Romania,Wheat,2017,160.4
Romania,Wheat,2018,172.5
Romania,Wheat,2019,172.3
Romania,Wheat,2020,186.1
Romania,Wheat,2021,230.7
Romania,Wheat,2022,317.8
Spain,Barley,2000,105.3
Spain,Barley,2001,111.2
Spain,Barley,2002,111.0
Spain,Barley,2003,137.7
Spain,Barley,2004,156.4
Spain,Barley,2005,165.4
Spain,Barley,2006,157.7
Spain,Barley,2007,251.3
Spain,Barley,2008,248.6
Spain,Barley,2009,173.2
Spain,Barley,2010,199.3
Spain,Barley,2011,271.2
Spain,Barley,2012,286.9
Spain,Barley,2013,240.0
Spain,Barley,2014,216.5
Spain,Barley,2015,193.1
Spain,Barley,2016,167.5
Spain,Barley,2017,186.5
Spain,Barley,2018,203.8
Spain,Barley,2019,196.0
Spain,Barley,2020,184.1
Spain,Barley,2021,259.8
Spain,Barley,2022,341.1
Spain,"Hen eggs in shell, fresh",2000,1311.3
Spain,"Hen eggs in shell, fresh",2001,1262.4
Spain,"Hen eggs in shell, fresh",2002,1263.0
Spain,"Hen eggs in shell, fresh",2003,1786.1
Spain,"Hen eggs in shell, fresh",2004,1853.7
Spain,"Hen eggs in shell, fresh",2005,1494.6
Spain,"Hen eggs in shell, fresh",2006,1381.3
Spain,"Hen eggs in shell, fresh",2007,1857.0
Spain,"Hen eggs in shell, fresh",2008,1972.7
Spain,"Hen eggs in shell, fresh",2009,2053.7
Spain,"Hen eggs in shell, fresh",2010,1617.8
Spain,"Hen eggs in shell, fresh",2011,1789.6
Spain,"Hen eggs in shell, fresh",2012,2435.8
Spain,"Hen eggs in shell, fresh",2013,1758.0
Spain,"Hen eggs in shell, fresh",2014,1757.5
Spain,"Hen eggs in shell, fresh",2015,1493.8
Spain,"Hen eggs in shell, fresh",2016,1282.3
Spain,"Hen eggs in shell, fresh",2017,1643.5
Spain,"Hen eggs in shell, fresh",2018,1741.2
Spain,"Hen eggs in shell, fresh",2019,1449.1
Spain,"Hen eggs in shell, fresh",2020,1537.5
Spain,"Hen eggs in shell, fresh",2021,1643.4
Spain,"Hen eggs in shell, fresh",2022,2308.4
Spain,Raw milk of cattle,2000,252.3
Spain,Raw milk of cattle,2001,274.5
Spain,Raw milk of cattle,2002,269.2
Spain,Raw milk of cattle,2003,323.9
Spain,Raw milk of cattle,2004,382.4
Spain,Raw milk of cattle,2005,376.8
Spain,Raw milk of cattle,2006,371.6
Spain,Raw milk of cattle,2007,483.8
Spain,Raw milk of cattle,2008,555.7
Spain,Raw milk of cattle,2009,405.0
Spain,Raw milk of cattle,2010,391.9
Spain,Raw milk of cattle,2011,429.8
Spain,Raw milk of cattle,2012,390.6
Spain,Raw milk of cattle,2013,449.2
Spain,Raw milk of cattle,2014,472.6
Spain,Raw milk of cattle,2015,337.9
Spain,Raw milk of cattle,2016,332.0
Spain,Raw milk of cattle,2017,360.1
Spain,Raw milk of cattle,2018,366.2
Spain,Raw milk of cattle,2019,350.6
Spain,Raw milk of cattle,2020,365.6
Spain,Raw milk of cattle,2021,390.9
Spain,Raw milk of cattle,2022,469.7
Spain,Wheat,2000,119.7
Spain,Wheat,2001,131.6
Spain,Wheat,2002,126.1
Spain,Wheat,2003,155.8
Spain,Wheat,2004,176.3
Spain,Wheat,2005,174.1
Spain,Wheat,2006,174.8
Spain,Wheat,2007,287.8
Spain,Wheat,2008,320.6
Spain,Wheat,2009,222.7
Spain,Wheat,2010,231.3
Spain,Wheat,2011,320.3
Spain,Wheat,2012,318.5
Spain,Wheat,2013,283.4
Spain,Wheat,2014,278.6
Spain,Wheat,2015,224.6
Spain,Wheat,2016,188.0
Spain,Wheat,2017,209.1
Spain,Wheat,2018,217.4
Spain,Wheat,2019,213.9
Spain,Wheat,2020,221.5
Spain,Wheat,2021,299.1
Spain,Wheat,2022,381.9
Sweden,Barley,2000,97.2
Sweden,Barley,2001,89.1
Sweden,Barley,2002,89.9
Sweden,Barley,2003,109.9
Sweden,Barley,2004,115.8
Sweden,Barley,2005,114.9
Sweden,Barley,2006,134.2
Sweden,Barley,2007,266.1
Sweden,Barley,2008,218.5
Sweden,Barley,2009,118.9
Sweden,Barley,2010,190.1
Sweden,Barley,2011,244.9
Sweden,Barley,2012,242.1
Sweden,Barley,2013,211.9
Sweden,Barley,2014,180.7
Sweden,Barley,2015,146.7
Sweden,Barley,2016,137.6
Sweden,Barley,2017,158.5
Sweden,Barley,2018,224.7
Sweden,Barley,2019,144.5
Sweden,Barley,2020,153.5
Sweden,Barley,2021,225.6
Sweden,Barley,2022,300.2
Sweden,"Hen eggs in shell, fresh",2000,878.6
Sweden,"Hen eggs in shell, fresh",2001,854.8
Sweden,"Hen eggs in shell, fresh",2002,927.1
Sweden,"Hen eggs in shell, fresh",2003,1146.3
Sweden,"Hen eggs in shell, fresh",2004,1198.6
Sweden,"Hen eggs in shell, fresh",2005,1156.2
Sweden,"Hen eggs in shell, fresh",2006,1283.2
Sweden,"Hen eggs in shell, fresh",2007,1544.0
Sweden,"Hen eggs in shell, fresh",2008,1957.7
Sweden,"Hen eggs in shell, fresh",2009,1664.8
Sweden,"Hen eggs in shell, fresh",2010,1745.5
Sweden,"Hen eggs in shell, fresh",2011,2061.6
Sweden,"Hen eggs in shell, fresh",2012,2107.7
Sweden,"Hen eggs in shell, fresh",2013,2124.7
Sweden,"Hen eggs in shell, fresh",2014,1893.4
Sweden,"Hen eggs in shell, fresh",2015,1578.0
Sweden,"Hen eggs in shell, fresh",2016,1526.5
Sweden,"Hen eggs in shell, fresh",2017,1536.0
Sweden,"Hen eggs in shell, fresh",2018,1496.2
Sweden,"Hen eggs in shell, fresh",2019,1454.0
Sweden,"Hen eggs in shell, fresh",2020,1352.5
Sweden,"Hen eggs in shell, fresh",2021,1587.1
Sweden,"Hen eggs in shell, fresh",2022,1726.4
Sweden,Raw milk of cattle,2000,334.3
Sweden,Raw milk of cattle,2001,291.5
Sweden,Raw milk of cattle,2002,315.5
Sweden,Raw milk of cattle,2003,382.3
Sweden,Raw milk of cattle,2004,398.7
Sweden,Raw milk of cattle,2005,378.9
Sweden,Raw milk of cattle,2006,378.3
Sweden,Raw milk of cattle,2007,449.9
Sweden,Raw milk of cattle,2008,543.2
Sweden,Raw milk of cattle,2009,390.7
Sweden,Raw milk of cattle,2010,478.7
Sweden,Raw milk of cattle,2011,551.3
Sweden,Raw milk of cattle,2012,500.4
Sweden,Raw milk of cattle,2013,563.4
Sweden,Raw milk of cattle,2014,539.3
Sweden,Raw milk of cattle,2015,371.4
Sweden,Raw milk of cattle,2016,360.5
Sweden,Raw milk of cattle,2017,448.7
Sweden,Raw milk of cattle,2018,461.2
Sweden,Raw milk of cattle,2019,419.5
Sweden,Raw milk of cattle,2020,443.5
Sweden,Raw milk of cattle,2021,498.4
Sweden,Raw milk of cattle,2022,564.5
Sweden,Wheat,2000,106.2
Sweden,Wheat,2001,100.2
Sweden,Wheat,2002,99.9
Sweden,Wheat,2003,126.0
Sweden,Wheat,2004,132.1
Sweden,Wheat,2005,121.7
Sweden,Wheat,2006,140.1
Sweden,Wheat,2007,256.5
Sweden,Wheat,2008,271.6
Sweden,Wheat,2009,148.9
Sweden,Wheat,2010,224.8
Sweden,Wheat,2011,277.2
Sweden,Wheat,2012,280.4
Sweden,Wheat,2013,259.4
Sweden,Wheat,2014,212.8
Sweden,Wheat,2015,167.4
Sweden,Wheat,2016,150.1
Sweden,Wheat,2017,151.1
Sweden,Wheat,2018,213.3
Sweden,Wheat,2019,157.4
Sweden,Wheat,2020,169.6
Sweden,Wheat,2021,237.1
Sweden,Wheat,2022,319.0
United States of America,Barley,2000,97.0
United States of America,Barley,2001,102.0
United States of America,Barley,2002,125.0
United States of America,Barley,2003,130.0
United States of America,Barley,2004,114.0
United States of America,Barley,2005,116.0
United States of America,Barley,2006,131.0
United States of America,Barley,2007,185.0
United States of America,Barley,2008,247.0
United States of America,Barley,2009,214.0
United States of America,Barley,2010,177.0
United States of America,Barley,2011,246.0
United States of America,Barley,2012,295.0
United States of America,Barley,2013,278.0
United States of America,Barley,2014,243.0
United States of America,Barley,2015,254.0
United States of America,Barley,2016,228.0
United States of America,Barley,2017,205.0
United States of America,Barley,2018,212.0
United States of America,Barley,2019,211.0
United States of America,Barley,2020,216.0
United States of America,Barley,2021,236.5
United States of America,Barley,2022,335.3
United States of America,"Hen eggs in shell, fresh",2000,629.9
United States of America,"Hen eggs in shell, fresh",2001,641.2
United States of America,"Hen eggs in shell, fresh",2002,579.8
United States of America,"Hen eggs in shell, fresh",2003,810.6
United States of America,"Hen eggs in shell, fresh",2004,786.6
United States of America,"Hen eggs in shell, fresh",2005,489.7
United States of America,"Hen eggs in shell, fresh",2006,567.1
United States of America,"Hen eggs in shell, fresh",2007,1203.0
United States of America,"Hen eggs in shell, fresh",2008,1541.0
United States of America,"Hen eggs in shell, fresh",2009,1157.0
United States of America,"Hen eggs in shell, fresh",2010,985.0
United States of America,"Hen eggs in shell, fresh",2011,1362.0
United States of America,"Hen eggs in shell, fresh",2012,1404.0
United States of America,"Hen eggs in shell, fresh",2013,1533.0
United States of America,"Hen eggs in shell, fresh",2014,1759.0
United States of America,"Hen eggs in shell, fresh",2015,2322.0
United States of America,"Hen eggs in shell, fresh",2016,1077.0
United States of America,"Hen eggs in shell, fresh",2017,1214.0
United States of America,"Hen eggs in shell, fresh",2018,1619.0
United States of America,"Hen eggs in shell, fresh",2019,1171.4
United States of America,"Hen eggs in shell, fresh",2021,1380.1
United States of America,"Hen eggs in shell, fresh",2022,3115.9
United States of America,Raw milk of cattle,2000,273.0
United States of America,Raw milk of cattle,2001,331.0
United States of America,Raw milk of cattle,2002,269.0
United States of America,Raw milk of cattle,2003,277.0
United States of America,Raw milk of cattle,2004,356.0
United States of America,Raw milk of cattle,2005,335.0
United States of America,Raw milk of cattle,2006,286.0
United States of America,Raw milk of cattle,2007,424.0
United States of America,Raw milk of cattle,2008,407.0
United States of America,Raw milk of cattle,2009,285.0
United States of America,Raw milk of cattle,2010,360.0
United States of America,Raw milk of cattle,2011,446.0
United States of America,Raw milk of cattle,2012,409.0
United States of America,Raw milk of cattle,2013,443.0
United States of America,Raw milk of cattle,2014,531.0
United States of America,Raw milk of cattle,2015,379.0
United States of America,Raw milk of cattle,2016,360.0
United States of America,Raw milk of cattle,2017,390.0
United States of America,Raw milk of cattle,2018,358.9
United States of America,Raw milk of cattle,2019,410.7
United States of America,Raw milk of cattle,2020,402.3
United States of America,Raw milk of cattle,2021,408.7
United States of America,Raw milk of cattle,2022,559.8
United States of America,Wheat,2000,96.0
United States of America,Wheat,2001,102.0
United States of America,Wheat,2002,131.0
United States of America,Wheat,2003,125.0
United States of America,Wheat,2004,125.0
United States of America,Wheat,2005,126.0
United States of America,Wheat,2006,157.0
United States of America,Wheat,2007,238.0
United States of America,Wheat,2008,249.0
United States of America,Wheat,2009,179.0
United States of America,Wheat,2010,209.0
United States of America,Wheat,2011,266.0
United States of America,Wheat,2012,286.0
United States of America,Wheat,2013,252.0
United States of America,Wheat,2014,220.0
United States of America,Wheat,2015,180.0
United States of America,Wheat,2016,143.0
United States of America,Wheat,2017,173.0
United States of America,Wheat,2018,189.0
United States of America,Wheat,2019,167.0
United States of America,Wheat,2020,184.0
United States of America,Wheat,2021,268.2
United States of America,Wheat,2022,330.7
Argentina,"Milk, Total",2000,155.1
Argentina,"Milk, Total",2001,153.1
Argentina,"Milk, Total",2002,94.0
Argentina,"Milk, Total",2003,158.6
Argentina,"Milk, Total",2006,149.6
Argentina,"Milk, Total",2007,221.7
Argentina,"Milk, Total",2008,271.0
Argentina,"Milk, Total",2009,220.4
Argentina,"Milk, Total",2010,330.9
Argentina,"Milk, Total",2011,367.0
Argentina,"Milk, Total",2012,347.6
Argentina,"Milk, Total",2013,384.7
Argentina,"Milk, Total",2014,378.6
Argentina,"Milk, Total",2016,262.2
Argentina,"Milk, Total",2017,327.8
Argentina,"Milk, Total",2018,254.1
Argentina,"Milk, Total",2019,295.3
Australia,"Milk, Total",2000,147.3
Australia,"Milk, Total",2001,145.9
Australia,"Milk, Total",2002,173.9
Australia,"Milk, Total",2003,170.6
Australia,"Milk, Total",2004,199.3
Australia,"Milk, Total",2005,233.7
Australia,"Milk, Total",2006,241.7
Australia,"Milk, Total",2007,269.4
Australia,"Milk, Total",2008,404.3
Australia,"Milk, Total",2009,322.1
Australia,"Milk, Total",2010,333.0
Australia,"Milk, Total",2011,432.2
Australia,"Milk, Total",2012,422.4
Australia,"Milk, Total",2013,375.5
Australia,"Milk, Total",2014,338.9
Australia,"Milk, Total",2015,281.0
Austria,"Milk, Total",2000,267.1
Austria,"Milk, Total",2001,298.2
Austria,"Milk, Total",2002,296.4
Austria,"Milk, Total",2003,335.2
Austria,"Milk, Total",2004,817.4
Austria,"Milk, Total",2005,772.6999999999999
Austria,"Milk, Total",2006,777.4
Austria,"Milk, Total",2007,1071.2666666666667
Austria,"Milk, Total",2008,1117.6000000000001
Austria,"Milk, Total",2009,944.6999999999999
Austria,"Milk, Total",2010,953.1999999999999
Austria,"Milk, Total",2011,1050.0
Austria,"Milk, Total",2012,967.4333333333334
Austria,"Milk, Total",2013,1029.7333333333333
Austria,"Milk, Total",2014,1025.1666666666667
Austria,"Milk, Total",2015,849.5
Austria,"Milk, Total",2016,875.5666666666666
Austria,"Milk, Total",2017,897.3333333333334
Austria,"Milk, Total",2018,930.5666666666666
Austria,"Milk, Total",2019,921.6999999999999
Austria,"Milk, Total",2020,965.9
Austria,"Milk, Total",2021,1008.0666666666666
Austria,"Milk, Total",2022,944.9333333333334
Belgium,"Milk, Total",2000,276.3
Belgium,"Milk, Total",2001,283.6
Belgium,"Milk, Total",2002,272.9
Belgium,"Milk, Total",2003,304.7
Belgium,"Milk, Total",2004,356.3
Belgium,"Milk, Total",2005,343.2
Belgium,"Milk, Total",2006,323.3
Belgium,"Milk, Total",2007,444.4
Belgium,"Milk, Total",2008,453.5
Belgium,"Milk, Total",2009,315.5
Belgium,"Milk, Total",2010,387.8
Belgium,"Milk, Total",2011,444.2
Belgium,"Milk, Total",2012,369.8
Belgium,"Milk, Total",2013,474.5
Belgium,"Milk, Total",2014,466.0
Belgium,"Milk, Total",2015,291.6
Belgium,"Milk, Total",2016,273.2
Belgium,"Milk, Total",2017,367.3
Belgium,"Milk, Total",2018,351.8
Belgium,"Milk, Total",2019,338.5
Belgium,"Milk, Total",2020,327.3
Belgium,"Milk, Total",2021,392.2
Belgium,"Milk, Total",2022,516.2
Brazil,"Milk, Total",2000,170.0
Brazil,"Milk, Total",2001,129.0
Brazil,"Milk, Total",2002,119.0
Brazil,"Milk, Total",2003,148.1
Brazil,"Milk, Total",2004,163.8
Brazil,"Milk, Total",2005,208.8
Brazil,"Milk, Total",2006,221.8
Brazil,"Milk, Total",2007,298.3
Brazil,"Milk, Total",2008,367.7
Brazil,"Milk, Total",2009,344.3
Brazil,"Milk, Total",2010,426.3
Brazil,"Milk, Total",2011,480.7
Brazil,"Milk, Total",2012,446.7
Brazil,"Milk, Total",2013,471.1
Brazil,"Milk, Total",2014,467.5
Brazil,"Milk, Total",2015,328.1
Brazil,"Milk, Total",2016,332.0
Brazil,"Milk, Total",2018,308.3
Brazil,"Milk, Total",2019,304.5
Brazil,"Milk, Total",2020,309.5
Brazil,"Milk, Total",2021,358.2
Brazil,"Milk, Total",2022,447.9
Canada,"Milk, Total",2000,361.6
Canada,"Milk, Total",2001,353.8
Canada,"Milk, Total",2002,357.5
Canada,"Milk, Total",2003,425.4
Canada,"Milk, Total",2004,461.2
Canada,"Milk, Total",2005,528.1
Canada,"Milk, Total",2006,574.2
Canada,"Milk, Total",2007,639.0
Canada,"Milk, Total",2008,655.7
Canada,"Milk, Total",2009,623.0
Canada,"Milk, Total",2010,699.5
Canada,"Milk, Total",2011,757.1
Canada,"Milk, Total",2012,743.5
Canada,"Milk, Total",2013,732.6
Canada,"Milk, Total",2014,703.7
Canada,"Milk, Total",2015,577.7
Canada,"Milk, Total",2016,551.8
Canada,"Milk, Total",2017,564.3
Canada,"Milk, Total",2018,556.7
Canada,"Milk, Total",2019,572.1
Canada,"Milk, Total",2020,569.7
Canada,"Milk, Total",2021,622.3
Canada,"Milk, Total",2022,667.2
Denmark,"Milk, Total",2000,305.4
Denmark,"Milk, Total",2001,307.4
Denmark,"Milk, Total",2002,323.8
Denmark,"Milk, Total",2003,376.3
Denmark,"Milk, Total",2004,390.5
Denmark,"Milk, Total",2005,376.9
Denmark,"Milk, Total",2006,380.9
Denmark,"Milk, Total",2007,450.1
Denmark,"Milk, Total",2008,552.7
Denmark,"Milk, Total",2009,401.6
Denmark,"Milk, Total",2010,448.5
Denmark,"Milk, Total",2011,499.8
Denmark,"Milk, Total",2012,461.8
Denmark,"Milk, Total",2013,532.5
Denmark,"Milk, Total",2014,536.9
Denmark,"Milk, Total",2015,358.8
Denmark,"Milk, Total",2016,349.5
Denmark,"Milk, Total",2017,446.2
Denmark,"Milk, Total",2018,452.8
Denmark,"Milk, Total",2019,417.3
Denmark,"Milk, Total",2020,433.5
Denmark,"Milk, Total",2021,486.4
Denmark,"Milk, Total",2022,594.7
Finland,"Milk, Total",2000,316.0
Finland,"Milk, Total",2001,316.8
Finland,"Milk, Total",2002,340.7
Finland,"Milk, Total",2003,408.6
Finland,"Milk, Total",2004,438.3
Finland,"Milk, Total",2005,429.1
Finland,"Milk, Total",2006,449.1
Finland,"Milk, Total",2007,518.8
Finland,"Milk, Total",2008,637.2
Finland,"Milk, Total",2009,540.4
Finland,"Milk, Total",2010,522.3
Finland,"Milk, Total",2011,593.0
Finland,"Milk, Total",2012,576.9
Finland,"Milk, Total",2013,609.6
Finland,"Milk, Total",2014,588.5
Finland,"Milk, Total",2015,417.2
Finland,"Milk, Total",2016,410.7
Finland,"Milk, Total",2017,425.9
Finland,"Milk, Total",2018,447.6
Finland,"Milk, Total",2019,428.8
Finland,"Milk, Total",2020,447.7
Finland,"Milk, Total",2021,477.8
Finland,"Milk, Total",2022,524.4
France,"Milk, Total",2000,292.4
France,"Milk, Total",2001,295.2
France,"Milk, Total",2002,293.5
France,"Milk, Total",2003,342.8
France,"Milk, Total",2004,365.4
France,"Milk, Total",2005,376.1
France,"Milk, Total",2006,365.4
France,"Milk, Total",2007,423.9
France,"Milk, Total",2008,524.6
France,"Milk, Total",2009,414.5
France,"Milk, Total",2010,426.6
France,"Milk, Total",2011,480.7
France,"Milk, Total",2012,429.2
France,"Milk, Total",2013,474.5
France,"Milk, Total",2014,504.7
France,"Milk, Total",2015,371.5
France,"Milk, Total",2016,349.6
France,"Milk, Total",2017,597.9000000000001
France,"Milk, Total",2018,628.05
France,"Milk, Total",2019,606.65
France,"Milk, Total",2020,630.25
France,"Milk, Total",2021,670.45
Germany,"Milk, Total",2000,290.7
Germany,"Milk, Total",2001,308.8
Germany,"Milk, Total",2002,296.4
Germany,"Milk, Total",2003,318.3
Germany,"Milk, Total",2004,346.4
Germany,"Milk, Total",2005,343.2
Germany,"Milk, Total",2006,343.7
Germany,"Milk, Total",2007,458.5
Germany,"Milk, Total",2008,495.1
Germany,"Milk, Total",2009,334.8
Germany,"Milk, Total",2010,408.3
Germany,"Milk, Total",2011,484.4
Germany,"Milk, Total",2012,557.6
Germany,"Milk, Total",2013,504.7
Germany,"Milk, Total",2014,502.2
Germany,"Milk, Total",2015,328.4
Germany,"Milk, Total",2016,301.1
Germany,"Milk, Total",2017,575.7
Germany,"Milk, Total",2018,594.45
Germany,"Milk, Total",2019,569.25
Germany,"Milk, Total",2020,581.5
Germany,"Milk, Total",2021,430.5
Germany,"Milk, Total",2022,564.9
Hungary,"Milk, Total",2000,335.6
Hungary,"Milk, Total",2001,349.95
Hungary,"Milk, Total",2002,405.55
Hungary,"Milk, Total",2003,491.35
Hungary,"Milk, Total",2004,464.6
Hungary,"Milk, Total",2005,485.8
Hungary,"Milk, Total",2006,477.09999999999997
Hungary,"Milk, Total",2007,568.6
Hungary,"Milk, Total",2008,479.4
Hungary,"Milk, Total",2009,302.8
Hungary,"Milk, Total",2010,345.6
Hungary,"Milk, Total",2011,648.95
Hungary,"Milk, Total",2012,391.0
Hungary,"Milk, Total",2013,443.6
Hungary,"Milk, Total",2014,453.7
Hungary,"Milk, Total",2015,516.5
Hungary,"Milk, Total",2016,268.4
Hungary,"Milk, Total",2017,351.5
Hungary,"Milk, Total",2018,358.8
Hungary,"Milk, Total",2019,352.3
Hungary,"Milk, Total",2020,346.0
Hungary,"Milk, Total",2021,377.4
Hungary,"Milk, Total",2022,464.0
Ireland,"Milk, Total",2000,250.3
Ireland,"Milk, Total",2001,255.7
Ireland,"Milk, Total",2002,248.4
Ireland,"Milk, Total",2003,292.3
Ireland,"Milk, Total",2004,320.3
Ireland,"Milk, Total",2005,314.6
Ireland,"Milk, Total",2006,304.9
Ireland,"Milk, Total",2007,417.5
Ireland,"Milk, Total",2008,451.9
Ireland,"Milk, Total",2009,292.9
Ireland,"Milk, Total",2010,362.5
Ireland,"Milk, Total",2011,451.8
Ireland,"Milk, Total",2012,382.1
Ireland,"Milk, Total",2013,481.3
Ireland,"Milk, Total",2014,463.6
Ireland,"Milk, Total",2015,305.4
Ireland,"Milk, Total",2016,278.2
Ireland,"Milk, Total",2017,378.8
Ireland,"Milk, Total",2018,400.3
Ireland,"Milk, Total",2019,364.2
Ireland,"Milk, Total",2020,376.5
Ireland,"Milk, Total",2021,453.1
Ireland,"Milk, Total",2022,602.6
Italy,"Milk, Total",2002,357.6
Italy,"Milk, Total",2003,434.0
Italy,"Milk, Total",2004,476.4
Italy,"Milk, Total",2005,465.1
Italy,"Milk, Total",2006,440.3
Italy,"Milk, Total",2007,498.4
Italy,"Milk, Total",2008,607.4
Italy,"Milk, Total",2009,515.0
Italy,"Milk, Total",2010,496.6
Italy,"Milk, Total",2011,589.5
Italy,"Milk, Total",2012,536.3
Italy,"Milk, Total",2013,572.8
Italy,"Milk, Total",2014,574.2
Italy,"Milk, Total",2015,424.2
Italy,"Milk, Total",2016,411.0
Italy,"Milk, Total",2017,452.3
Italy,"Milk, Total",2018,469.4
Italy,"Milk, Total",2019,477.2
Italy,"Milk, Total",2020,446.3
Italy,"Milk, Total",2021,483.6
Italy,"Milk, Total",2022,580.1
Netherlands (Kingdom of the),"Milk, Total",2000,296.8
Netherlands (Kingdom of the),"Milk, Total",2001,307.4
Netherlands (Kingdom of the),"Milk, Total",2002,308.2
Netherlands (Kingdom of the),"Milk, Total",2003,354.4
Netherlands (Kingdom of the),"Milk, Total",2004,376.8
Netherlands (Kingdom of the),"Milk, Total",2005,374.3
Netherlands (Kingdom of the),"Milk, Total",2006,336.8
Netherlands (Kingdom of the),"Milk, Total",2007,435.0
Netherlands (Kingdom of the),"Milk, Total",2008,492.1
Netherlands (Kingdom of the),"Milk, Total",2009,357.2
Netherlands (Kingdom of the),"Milk, Total",2010,447.05
Netherlands (Kingdom of the),"Milk, Total",2011,525.1
Netherlands (Kingdom of the),"Milk, Total",2012,517.2
Netherlands (Kingdom of the),"Milk, Total",2013,633.6
Netherlands (Kingdom of the),"Milk, Total",2014,711.0
Netherlands (Kingdom of the),"Milk, Total",2015,561.25
Netherlands (Kingdom of the),"Milk, Total",2016,533.05
Netherlands (Kingdom of the),"Milk, Total",2017,552.1500000000001
Netherlands (Kingdom of the),"Milk, Total",2018,537.45
Netherlands (Kingdom of the),"Milk, Total",2019,542.9
Netherlands (Kingdom of the),"Milk, Total",2020,564.0
Netherlands (Kingdom of the),"Milk, Total",2021,606.85
Netherlands (Kingdom of the),"Milk, Total",2022,643.5999999999999
New Zealand,"Milk, Total",2000,140.4
New Zealand,"Milk, Total",2001,172.4
New Zealand,"Milk, Total",2002,200.7
New Zealand,"Milk, Total",2003,174.8
New Zealand,"Milk, Total",2004,232.0
New Zealand,"Milk, Total",2005,267.5
New Zealand,"Milk, Total",2006,220.5
New Zealand,"Milk, Total",2007,277.1
New Zealand,"Milk, Total",2008,444.9
New Zealand,"Milk, Total",2009,266.1
New Zealand,"Milk, Total",2010,376.8
New Zealand,"Milk, Total",2011,511.9
New Zealand,"Milk, Total",2012,426.2
